anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url,ave_rating_minmax
29976,Dance with Devils,"Demons, Harem, Romance, Shoujo, Supernatural",TV,12,6.71,38618,,,,0.66049385
32370,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01,72499,,,,0.7866559
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575,,,,0.74021643
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,51,7.59,60384,,,,0.75049216
28981,Ame-iro Cocoa,"Comedy, Slice of Life",TV,12,4.8,14295,,,,0.45160076
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944,,,,0.70912534
576,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",TV,13,6.53,22664,,,,0.62891656
3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64,56162,ARIA The ORIGINATION,"Jan 8, 2008 to Apr 1, 2008",https://cdn.myanimelist.net/images/anime/1431/132867.jpg,0.86776125
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743,,,,0.7147147
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,7.25,13494,,,,0.7133333
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.29,17247,ワンピース エピソード・オブ・メリー ～もうひとりの仲間の物語～,"Aug 24, 2013",https://cdn.myanimelist.net/images/anime/9/61015.jpg,0.8388448
3354,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,2,7.19,22182,,,,0.6983083
4473,Shoujo Sect,"Comedy, Hentai, Romance, Yuri",OVA,3,6.89,16527,,,,0.6684366
12997,Please ♥♥♥♥ Me!,Hentai,OVA,2,6.98,8152,,,,0.65591395
32601,12-sai.: Chicchana Mune no Tokimeki,"Romance, School, Shoujo",TV,12,6.69,12768,,,,0.66369045
10361,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",OVA,1,6.72,2177,,,,0.701897
3478,Mrs. Junkie,Hentai,OVA,2,6.85,3817,,,,0.6532567
1049,Cello Hiki no Gauche (1982),"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524,,,,0.7095238
3215,Fuyu no Hi,Historical,Movie,1,6.35,2380,,,,0.64874554
6769,Mura Matsuri,Music,Movie,1,5.16,997,,,,0.4952381
1893,Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life",TV,117,6.83,1399,,,,0.6137566
13543,Nantokashite Alguard,Comedy,ONA,1,4.55,211,,,,0.2
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,Hentai,OVA,2,6.41,2748,,,,0.5810185
2958,Hitozuma Cosplay Kissa,Hentai,OVA,2,6.12,2856,,,,0.6171352
4103,Oval x Over,Cars,OVA,1,5.85,557,,,,0.6319444
1705,Genma Taisen: Shinwa Zenya no Shou,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural",TV,13,5.41,798,,,,0.50793654
9521,Tie Shan Gongzhu,"Action, Adventure, Fantasy",Movie,1,5.88,347,,,,0.5277778
30077,Koro wa Yane no Ue,Music,Music,1,5.21,108,,,,0.3888889
3480,Nayuta,"Action, Sci-Fi, Shoujo",OVA,1,6.04,549,,,,0.5555556
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,Hentai,OVA,3,5.9,1363,,,,0.47530866
5101,Doutei Kawaiya,Hentai,ONA,1,5.67,787,,,,0.5591398
2055,Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",Movie,1,7.01,850,,,,0.6597222
23029,Popful Mail,"Comedy, Fantasy, Music",Music,1,5.85,166,,,,0.5
27437,Mushiba Tetsudou,"Adventure, Fantasy, Kids",Movie,1,5.45,158,,,,0.3888889
28143,Ochou Fujin no Gensou,"Drama, Historical",Movie,1,4.24,156,,,,0.37037036
32384,The New A-Class.: Next Stage with YOU,"Cars, Music",ONA,1,5.24,342,,,,0.33333334
3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Historical, Mecha",TV,26,6.82,719,,,,0.67724866
9486,Ikusa Otome Valkyrie Specials,Hentai,Special,2,5.76,943,,,,0.5462963
20093,Furiten-kun,"Comedy, Seinen, Slice of Life",Movie,1,6.56,67,,,,0.5555556
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy, Historical",OVA,1,6.4,191,,,,0.7222222
3760,Grimm Douwa: Kin no Tori,"Adventure, Fantasy",Movie,1,7.23,405,,,,0.7777778
3317,Uchuusen Sagittarius,"Adventure, Sci-Fi",TV,77,6.99,370,,,,0.7222222
25069,Tom Sawyer no Bouken Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.16,133,,,,0.5555556
19315,Pupa,"Fantasy, Horror, Psychological",TV,12,3.82,83652,,,,0.3575332
240,Genshiken,"Comedy, Parody, Slice of Life",TV,12,7.76,104258,,,,0.76384264
21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899,,,,0.69225484
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11,7.33,101326,,,,0.7186306
889,Black Lagoon,"Action, Seinen",TV,12,8.17,332562,BLACK LAGOON,"Apr 9, 2006 to Jun 25, 2006",https://cdn.myanimelist.net/images/anime/1906/121592.jpg,0.81313646
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,,,,0.7541502
80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566,,,,0.77769524
6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190,,,,0.70927495
9736,Astarotte no Omocha!,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,6.81,73064,,,,0.66761744
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622,,,,0.71340007
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1,8.38,21798,名探偵コナン漆黒の追跡者(チェイサー),"Apr 18, 2009",https://cdn.myanimelist.net/images/anime/2/22558.jpg,0.82679737
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862,,,,0.7030303
10308,Sengoku Otome: Momoiro Paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,6.71,27080,,,,0.6483333
29705,Shoujo Kyouiku,Hentai,OVA,2,6.64,2680,,,,0.62015504
14951,Wonderful Rush,Music,Music,1,7.4,6807,,,,0.716
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1,8.21,11808,銀河英雄伝説外伝　新たなる戦いの序曲[オーヴァチュア],"Dec 18, 1993",https://cdn.myanimelist.net/images/anime/8/22498.jpg,0.81751055
1528,Bishoujo Yuugekitai Battle Skipper,"Comedy, Mecha, Sci-Fi",OVA,3,5.41,883,,,,0.46581197
22677,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048,,,,0.71050346
289,Comic Party,"Comedy, Drama",TV,13,6.68,12988,,,,0.6505747
1389,Yakin Byoutou San,Hentai,OVA,3,6.49,2710,,,,0.6069652
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy,Special,3,5.94,5505,,,,0.59166664
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.6,3083,,,,0.6484848
30160,Oppai ga Ippai,"Kids, Music",Music,1,5.38,104,,,,0.44444445
3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845,,,,0.71929824
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha",TV,50,6.77,534,,,,0.6481481
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22,7.56,9767,,,,0.77657
22161,Scrap Diary,Dementia,Movie,1,3.59,470,,,,0.0952381
2540,Tonari no Oneesan,"Comedy, Hentai",OVA,2,6.0,1756,,,,0.5873016
3551,Dragon Rider,Hentai,OVA,2,5.85,1049,,,,0.5555556
4379,Inmu: Ikenie no Utage,"Demons, Hentai",OVA,2,5.92,954,,,,0.59555554
3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021,,,,0.69135803
3278,Kinnikuman: New York Kiki Ippatsu!,"Action, Comedy, Shounen, Sports",Movie,1,6.42,278,,,,0.7222222
6525,Peeping Life,"Comedy, Slice of Life",TV,10,5.6,1534,,,,0.5614035
10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",Special,2,6.4,220,,,,0.3888889
30398,Nani ga Dekiru ka na,Comedy,Movie,1,3.52,101,,,,0.11111111
32289,Anison Nippon,"Action, Sci-Fi",ONA,1,5.4,209,,,,0.3888889
32293,Kerorinpasu,Music,ONA,1,5.02,98,,,,0.22222222
4803,Kawarazaki-ke no Ichizoku 2,Hentai,OVA,4,5.86,739,,,,0.61616164
8561,Saint Elmo: Hikari no Raihousha,Sci-Fi,Special,1,6.25,152,,,,0.44444445
25971,Angel (Special),Dementia,Special,1,5.59,137,,,,0.44444445
22503,Washimo,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,10,5.92,209,,,,0.5555556
14913,Battle Spirits: Sword Eyes,"Action, Shounen",TV,29,7.09,987,,,,0.62222224
24675,Future Card Buddyfight Recap,Game,Special,1,6.38,277,,,,0.5555556
245,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",TV,43,8.77,268487,グレート・ティーチャー・オニヅカ,"Jun 30, 1999 to Sep 17, 2000",https://cdn.myanimelist.net/images/anime/13/11460.jpg,0.87576956
9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497,,,,0.7221359
7590,Mayoi Neko Overrun!,"Comedy, Harem, Romance",TV,13,6.89,75517,,,,0.6724334
19111,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13,8.06,91864,ラブライブ! School idol project 2期,"Apr 6, 2014 to Jun 29, 2014",https://cdn.myanimelist.net/images/anime/10/59101.jpg,0.7976404
763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614,,,,0.7318747
2112,Over Drive,"Shounen, Sports",TV,26,7.78,28007,,,,0.7781155
21105,Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10,7.69,83397,,,,0.75927675
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516,,,,0.74152106
73,Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,13,8.06,155340,フルメタル パニック！The Second Raid,"Jul 14, 2005 to Oct 20, 2005",https://cdn.myanimelist.net/images/anime/11/75261.jpg,0.79680705
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469,,,,0.75574994
591,Amaenaide yo!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.67,48939,,,,0.6579269
12695,Tight-rope,"Romance, Shounen Ai",OVA,2,7.28,18866,,,,0.712963
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,13346,,,,0.69376695
32011,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",TV,13,6.71,2791,,,,0.70987654
2928,.hack//G.U. Returner,"Adventure, Drama, Fantasy, Game, Magic, Sci-Fi",OVA,1,6.91,15412,,,,0.66940236
24705,"Ore, Twintail ni Narimasu.","Action, Comedy, Fantasy, Romance, School, Shounen",TV,12,6.76,66868,,,,0.66055775
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",OVA,4,7.05,21064,,,,0.70330113
427,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51,8.05,42253,カレイドスター,"Apr 3, 2003 to Mar 27, 2004",https://cdn.myanimelist.net/images/anime/1230/98847.jpg,0.8024424
30826,Suzakinishi the Animation,"Comedy, Slice of Life",TV,12,5.64,3190,,,,0.5787037
6587,Kurokami: Intermission,"Action, Martial Arts, Super Power",Special,1,6.71,4186,,,,0.67840374
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,1,7.39,6870,,,,0.7195374
3616,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761,,,,0.7007071
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi",Special,1,6.33,1555,,,,0.6502058
13223,Bible Black: New Testament Recap,Hentai,OVA,1,6.6,2777,,,,0.6579861
22099,Hero Bank,"Game, Kids",TV,51,6.15,1946,,,,0.59090906
1484,Youma,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,6.25,4244,,,,0.60536397
5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",OVA,5,4.83,10887,,,,0.4775023
1923,Urusei Yatsura Movie 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,6.99,2745,,,,0.68091166
16638,Fault!! Service: Aratanaru Rival,"Hentai, School",OVA,1,7.12,4762,,,,0.67142856
816,Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi",OVA,6,5.79,6733,,,,0.56189084
15489,Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy, Game, Shounen",TV,73,7.07,11293,,,,0.7013889
2316,Akakichi no Eleven,Sports,TV,52,6.93,957,,,,0.74444443
21703,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270,,,,0.604336
5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy",TV,50,6.81,443,,,,0.61988306
9693,Moshidora,"Drama, Sports",TV,10,7.01,15952,,,,0.692393
28961,Idol☆Sister,"Harem, Hentai",OVA,1,7.12,4286,,,,0.6934866
4463,Custom Reido,Hentai,OVA,1,5.33,1091,,,,0.51028806
28851,Koe no Katachi,"Drama, School, Shounen",Movie,1,9.05,102733,聲の形,"Sep 17, 2016",https://cdn.myanimelist.net/images/anime/1122/96435.jpg,0.89215684
23679,Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1,6.04,1235,,,,0.5777778
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,52,7.02,656,,,,0.6507937
7027,Manga,Comedy,Movie,1,4.52,492,,,,0.34126985
10327,Cosplay Roshutsu Kenkyuukai,Hentai,OVA,2,6.21,2401,,,,0.5252525
15423,Antinotice,Music,Music,1,6.07,744,,,,0.5641026
2114,Tenkuu Senki Shurato: Sousei e no Anto,"Action, Fantasy, Magic, Shounen",OVA,6,6.81,916,,,,0.6547619
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321,,,,0.73789173
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,"Action, Adventure, Mecha, Sci-Fi",Movie,1,6.77,404,,,,0.65555555
9837,Emblem Take 2,"Action, Drama, Seinen",OVA,2,6.81,458,,,,0.7222222
2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",TV,50,7.51,1518,,,,0.712963
8682,Television,Horror,ONA,1,5.55,322,,,,0.47619048
8704,Uchuu Hikoushi no Uta,"Fantasy, Kids, Music",Music,1,5.74,351,,,,0.5555556
7900,Super Kid,"Action, Adventure, Sci-Fi",Movie,1,3.56,341,,,,0.2962963
14023,R²: Rise R to the Second Power,Music,Music,1,5.39,240,,,,0.4888889
24049,Kanai,Mecha,ONA,1,4.12,132,,,,0.22222222
24861,Akaoni to Aooni no Tango,Music,Music,1,5.26,164,,,,0.3888889
29679,Ki Renka,"Demons, Drama",Movie,1,4.13,99,,,,0.16666667
30390,Sengoku Musou: Sengoku Musou High School,"Comedy, Samurai, School",Special,8,6.3,735,,,,0.5925926
5108,Ryuusei Tenshi Primaveil,Hentai,OVA,1,5.48,590,,,,0.5222222
15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351,,,,0.7278892
30321,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44,29176,,,,0.7113571
33341,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,"Adventure, Sci-Fi",TV,12,6.68,9248,,,,0.64044946
21437,Buddy Complex,"Action, Mecha, Sci-Fi",TV,13,7.29,44006,,,,0.71814513
8795,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",TV,13,7.79,157642,,,,0.7726254
30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12,8.03,227734,監獄学園〈プリズンスクール〉,"Jul 11, 2015 to Sep 26, 2015",https://cdn.myanimelist.net/images/anime/1286/112161.jpg,0.79519254
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.89,53765,,,,0.66150576
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12,7.29,97674,,,,0.71538186
32379,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,6.81,90817,,,,0.6800733
237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,239570,交響詩篇エウレカセブン,"Apr 17, 2005 to Apr 2, 2006",https://cdn.myanimelist.net/images/anime/12/34443.jpg,0.8170794
6372,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1,7.74,101734,,,,0.764371
6758,Tatakau Shisho: The Book of Bantorra,"Action, Fantasy, Seinen, Super Power",TV,27,7.36,35520,,,,0.72303814
22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,9,7.97,20477,,,,0.77534246
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",Movie,1,6.78,3343,,,,0.7001522
3508,Genius Party,"Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",Movie,7,7.39,18612,,,,0.72619045
1543,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, School, Sci-Fi",TV,12,7.22,22770,,,,0.71709615
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi",Special,1,6.28,5477,,,,0.61697376
20359,Yamada-kun to 7-nin no Majo,"Comedy, School, Shounen, Supernatural",ONA,1,7.37,23937,,,,0.70441765
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471,,,,0.74265516
1421,Lupin III: Hemingway Paper no Nazo,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819,,,,0.6835443
1492,Project ARMS,"Action, Martial Arts, Super Power",TV,26,7.15,6903,,,,0.6940171
29301,Kurage no Shokudou,"Drama, Slice of Life",OVA,1,6.32,8112,,,,0.6230159
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243,,,,0.70776683
30919,Sora no Method: Aru Shoujo no Kyuujitsu★,"Comedy, Fantasy, Slice of Life",Special,1,6.86,4215,,,,0.660628
3438,Moero! Top Striker,"Action, Shounen, Sports",TV,49,6.79,2072,,,,0.6493056
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,"Action, Comedy, School, Shounen, Sports",Movie,1,7.6,6162,,,,0.7484277
15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,"Parody, Yaoi",Special,2,7.14,3597,,,,0.69650203
12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951,,,,0.5978836
6129,Umi Monogatari: Anata ga Ite Kureta Koto,"Drama, Fantasy, Magic, Romance, Supernatural",TV,12,6.76,14696,,,,0.65956694
2648,Doraemon: 2112-nen Doraemon Tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39,1277,,,,0.75555557
4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",Movie,1,7.21,1060,,,,0.72759855
10886,Nurarihyon no Mago: Jump Super Anime Tour Special,"Action, Demons, Shounen, Sports, Supernatural",Special,1,6.67,4076,,,,0.6495727
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,Movie,1,7.56,2048,,,,0.7446808
1556,Kikoushi Enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4,7.29,11902,,,,0.71865183
2858,Ikusa Otome Valkyrie,Hentai,OVA,2,6.34,3755,,,,0.59782606
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,"Comedy, Mystery, Police, Shounen",OVA,1,7.56,8436,,,,0.72419995
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,7,8.0,12283,,,,0.77876985
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603,,,,0.6594203
14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256,,,,0.5
9375,Netorare: Tanabe Yuuka no Dokuhaku,Hentai,OVA,1,5.65,2042,,,,0.44973546
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037,,,,0.709564
2539,Itazura The Animation,Hentai,OVA,2,6.73,4577,,,,0.6540404
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi",Special,24,6.1,455,,,,0.7037037
24743,Yakin Byoutou Specials,Hentai,OVA,2,5.76,608,,,,0.5277778
3205,Cream Lemon: Lemon Angel,Ecchi,TV,37,6.07,1068,,,,0.4962963
12133,Sekai Kei Sekai Ron,"Psychological, Sci-Fi",OVA,1,6.0,644,,,,0.64285713
1126,Figure 17: Tsubasa &amp; Hikaru,"Sci-Fi, Slice of Life",TV,13,7.34,6860,,,,0.7345679
5613,Ningyou no Yakata,Hentai,OVA,2,5.69,1049,,,,0.53846157
8333,Kodomo no Keijijougaku,Fantasy,ONA,1,6.0,543,,,,0.6041667
15389,Kremlin,"Comedy, Seinen",ONA,5,5.38,458,,,,0.4074074
3461,Gensou Jotan Ellcia,"Adventure, Fantasy",OVA,4,6.07,940,,,,0.5555556
29833,Mochi Mochi no Ki,Kids,Movie,1,4.27,99,,,,0.5555556
29103,Tanoshii Sansuu,"Kids, Music",Music,1,3.53,75,,,,0.11111111
30909,vivi,"Adventure, Fantasy, Music, Romance",Music,1,6.05,134,,,,0.44444445
5154,Kanzen Mushusei: Sorezore no Houkago,"Hentai, School",OVA,1,5.61,542,,,,0.5714286
33708,Baku Tech! Bakugan Gachi: Tokubetsu-hen,"Action, Game, Shounen",ONA,1,5.93,111,,,,0.22222222
6702,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8.22,584590,FAIRY TAIL（フェアリーテイル）,"Oct 12, 2009 to Mar 30, 2013",https://cdn.myanimelist.net/images/anime/5/18179.jpg,0.8335658
3974,Tetsuwan Birdy Decode,"Action, Comedy, Sci-Fi",TV,13,7.56,50384,,,,0.7395397
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"Comedy, Mystery",Special,1,7.32,46415,,,,0.7167336
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,453630,フェイト/ゼロ,"Oct 2, 2011 to Dec 25, 2011",https://cdn.myanimelist.net/images/anime/1887/117644.jpg,0.8484276
25875,"Wake Up, Girl Zoo!",Comedy,ONA,10,6.07,3308,,,,0.5873016
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6,6.74,11540,,,,0.65416664
9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,12,6.83,73555,,,,0.6667731
645,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,1,8.09,13901,ヒカルの碁 北斗杯への道,"Jan 3, 2004",https://cdn.myanimelist.net/images/anime/12/78453.jpg,0.8008561
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1,6.58,3786,,,,0.6448598
9911,Houkago no Pleiades,Magic,ONA,4,6.2,13618,,,,0.60413945
31564,Sansha Sanyou,"Comedy, School, Slice of Life",TV,12,7.23,28423,,,,0.71237904
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,1,6.45,3380,,,,0.5650118
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383,,,,0.75167334
13727,Rinne no Lagrange: Kamogawa Days,"Comedy, School, Sci-Fi, Slice of Life",OVA,1,6.88,5793,,,,0.6660207
15839,Hitou Meguri Kakure Yu: Mao-hen,Hentai,OVA,2,6.38,2946,,,,0.590535
4082,Kaibutsu Oujo: Konsui Oujo,"Comedy, Horror, Supernatural",Special,1,7.12,7362,,,,0.680687
4554,Dokkiri Doctor,"Comedy, Slice of Life",TV,26,6.64,472,,,,0.71428573
795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424,,,,0.75268817
5267,Gamba no Bouken,"Adventure, Kids",TV,26,7.16,790,,,,0.6818182
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139,,,,0.74242425
7568,Umineko no Naku Koro ni Specials,"Comedy, Parody",Special,26,6.68,10913,,,,0.6421744
5733,Okusama wa Joshikousei,"Hentai, Romance",OVA,1,5.52,1006,,,,0.48333332
28959,Kizuna (Special),"Drama, Romance, Slice of Life",Special,1,6.02,394,,,,0.6111111
19633,Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,Hentai,OVA,1,6.02,1186,,,,0.6157407
5415,La Rose de Versailles,"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life",Special,1,6.02,1812,,,,0.6262626
3531,Shinjin Tour Conductor,Hentai,OVA,1,5.51,862,,,,0.5120773
2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292,,,,0.6419753
10355,Twinkle Heart: Gingakei made Todokanai,"Adventure, Comedy, Space",OVA,1,5.63,307,,,,0.37037036
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,Mecha,Special,1,6.65,889,,,,0.7407407
29919,Fushigi na Taiko,Kids,Movie,1,5.24,124,,,,0.5925926
29963,Marude Sekai,Music,Music,1,3.93,79,,,,0.22222222
32777,Jitensha-hen,Music,Music,1,3.53,67,,,,0.11111111
7845,Seton Doubutsuki,"Adventure, Fantasy",TV,45,6.96,187,,,,0.8518519
9829,Yonimo Osoroshii Nihon Mukashibanashi,"Dementia, Horror, Psychological",OVA,3,6.12,655,,,,0.4814815
8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892,,,,0.7409403
